148,,,4,45.767974,4.804203,"9 Rue Louis Loucheur, Lyon 9eme",,,1278,"Tabac SIMEON Roger","tabac simeon roger"
149,,,4,45.775402,4.803762,"41 Rue Marietton, Lyon 9eme",,,1279,"Tabac MADHI Hedi","tabac madhi hedi"
150,,,4,45.772647,4.805212,"5 Place Dumas De Loire, Lyon 9eme",,,1280,"Multiservice P.I.M.M.S Lyon 9eme","multiservice p i m m s lyon 9eme"
151,,,4,45.774054,4.808759,"46 Quai Jayr, Lyon 9eme",,,1281,"Tabac LARGE Christian","tabac large christian"
152,,,4,45.72863,4.866117,"141 Rue Professeur Beauvisage, Lyon 8eme",,,1282,"Tabac OLLIER Armand","tabac ollier armand"
153,,,4,45.766562,4.845254,"116 Rue Vendome, Lyon 6eme",,,1283,"Tabac RICCA Alessandro","tabac ricca alessandro"
154,,,4,45.735757,4.835963,"204 Avenue Jean Jaures, Lyon 7eme",,,1284,"Tabac DONDE Serge","tabac donde serge"
155,,,4,45.748534,4.843555,"64 Avenue Jean Jaures, Lyon 7eme",,,1285,"Tabac BOUVARD Jean Claude","tabac bouvard jean claude"
156,,,4,45.753833,4.846645,"52 Cours Gambetta, Lyon 7eme",,,1286,"Tabac CRETON Jean Jacques","tabac creton jean jacques"
157,,,4,45.749652,4.852261,"158 Rue Grande De La Guillotiere, Lyon 7eme",,,1288,"Tabac ARMENAK Nagham","tabac armenak nagham"
158,,,4,45.763829,4.856974,"181 Cours Lafayette, Lyon 6eme",,,1289,"Tabac MAZOYER Yves","tabac mazoyer yves"
159,,,4,45.763768,4.844582,"21 Cours Lafayette, Lyon 6eme",,,1290,"Tabac BIANCHERI Jean Pierre","tabac biancheri jean pierre"
160,,,4,45.769237,4.848408,"41 Cours Franklin Roosevelt, Lyon 6eme",,,1291,"Tabac RODRIGUEZ Carine","tabac rodriguez carine"
161,,,4,45.768531,4.84485,"18 Cours Franklin Roosevelt, Lyon 6eme",,,1292,"Tabac PROUTEAU Jean Pierre","tabac prouteau jean pierre"
162,,,4,45.769797,4.856682,"76 Cours Vitton, Lyon 6eme",,,1293,"Tabac SDIRI Tarek","tabac sdiri tarek"
163,,,4,45.76764,4.858716,"2 Place Jules Ferry, Lyon 6eme",,,1295,"Tabac VAAST Henri","tabac vaast henri"
164,,,4,45.771848,4.843514,"1 Place Puvis De Chavannes, Lyon 6eme",,,1296,"Tabac JARRIER Patricia","tabac jarrier patricia"
165,,,4,45.765769,4.827434,"12 Place Saint Paul, Lyon 5eme",,,1297,"Tabac PROST","tabac prost"
166,,,4,45.766772,4.827774,"4 Quai De Bondy, Lyon 5eme",,,1298,"Tabac PERRIN Jean-Luc","tabac perrin jean luc"
167,,,4,45.755529,4.808093,"26 Rue Commandant Charcot, Lyon 5eme",,,1299,"Tabac ARTIN","tabac artin"
168,,,4,45.757989,4.813571,"91 Rue De Trion, Lyon 5eme",,,1300,"Tabac SAGE Pierre","tabac sage pierre"
169,,,4,45.763525,4.796509,"157 Avenue Barthelemy Buyer, Lyon 5eme",,,1302,"Tabac MENUT Serge","tabac menut serge"
170,,,4,45.75656,4.797345,"70 Avenue Du Point Du Jour, Lyon 5eme",,,1303,"Tabac KODOWOU Catherine","tabac kodowou catherine"
171,,,4,45.775316,4.832686,"22 Place De La Croix Rousse, Lyon 4eme",,,1304,"Tabac REBIERE Alexandre","tabac rebiere alexandre"
